Data e ora;Temperatura;Umidità (%);PM 1;PM 2.5;PM 10
2024-06-13  14:51:04;31.168;56.8;1.085;2.763;3.784
2024-06-13  14:51:14;31.168;56.8;1.033;2.078;3.366
2024-06-13  14:51:24;31.181;56.8;1.006;1.541;1.905
2024-06-13  14:51:34;31.168;56.8;1.136;1.771;2.214
2024-06-13  14:51:44;31.197;56.8;1.217;2.128;2.345
2024-06-13  14:51:54;31.181;56.8;1.039;1.791;12.015
2024-06-13  14:52:04;31.181;56.8;1.029;1.774;7.148
2024-06-13  14:52:14;31.181;56.8;1.047;3.162;25.217
2024-06-13  14:52:24;31.181;57.1;1.054;1.326;12.447
2024-06-13  14:52:34;31.181;57.1;1.024;2.12;20.348
2024-06-13  14:52:44;31.181;57.1;1.164;2.476;6.46
2024-06-13  14:52:54;31.181;58.5;1.129;2.0;2.674
2024-06-13  14:53:04;31.168;58.7;1.265;3.355;7.816
2024-06-13  14:53:14;31.155;58.7;1.248;2.459;6.543
2024-06-13  14:53:24;31.168;58.7;1.173;2.655;4.614
2024-06-13  14:53:34;31.168;58.9;1.178;1.73;2.087
2024-06-13  14:53:44;31.168;58.8;1.182;2.642;4.358
2024-06-13  14:53:54;31.168;58.8;1.143;2.277;5.584
2024-06-13  14:54:04;31.181;57.4;1.201;3.064;4.43
2024-06-13  14:54:14;31.211;57.4;1.06;1.726;1.907
2024-06-13  14:54:24;31.197;57.4;1.199;2.248;2.734
2024-06-13  14:54:34;31.197;58.2;1.08;2.35;3.706
2024-06-13  14:54:44;31.211;58.2;1.04;2.694;4.122
2024-06-13  14:54:54;31.181;58.2;1.087;1.507;1.546
2024-06-13  14:55:04;31.197;58.2;1.057;2.684;14.847
2024-06-13  14:55:14;31.211;58.1;1.048;1.573;4.331
2024-06-13  14:55:24;31.211;58.3;1.114;2.474;3.413
2024-06-13  14:55:34;31.197;58.4;1.048;2.761;13.331
2024-06-13  14:55:44;31.224;58.4;1.223;3.26;4.488
2024-06-13  14:55:54;31.224;58.4;1.039;2.273;3.83
2024-06-13  14:56:04;31.211;58.4;1.206;3.15;8.574
2024-06-13  14:56:14;31.253;58.4;1.15;2.803;15.11
2024-06-13  14:56:24;31.224;58.4;1.124;2.125;3.927
2024-06-13  14:56:34;31.224;57.2;1.163;2.901;7.541
2024-06-13  14:56:44;31.224;57.2;1.16;2.116;17.988
2024-06-13  14:56:54;31.24;57.2;0.962;1.241;3.927
2024-06-13  14:57:04;31.24;57.2;1.178;3.179;18.488
2024-06-13  14:57:14;31.253;57.6;0.89;1.886;7.902
2024-06-13  14:57:24;31.24;57.6;1.17;3.986;13.761
2024-06-13  14:57:34;31.24;58.5;1.059;2.883;14.116
2024-06-13  14:57:44;31.253;58.5;1.104;1.985;4.824
2024-06-13  14:57:54;31.253;56.7;1.077;1.481;1.574
2024-06-13  14:58:04;31.267;56.7;0.976;3.112;11.395
2024-06-13  14:58:14;31.267;56.7;0.965;2.479;4.916
2024-06-13  14:58:24;31.267;56.7;0.834;1.98;11.493
2024-06-13  14:58:34;31.267;56.7;0.961;1.466;1.58
2024-06-13  14:58:44;31.24;57.7;0.971;2.597;5.579
2024-06-13  14:58:54;31.253;58.7;1.105;1.621;10.326
2024-06-13  14:59:04;31.24;58.7;1.045;1.882;2.629
2024-06-13  14:59:14;31.253;57.2;1.008;1.679;2.809
2024-06-13  14:59:24;31.267;57.2;0.897;1.695;4.637
2024-06-13  14:59:34;31.253;57.2;1.154;2.183;7.778
2024-06-13  14:59:44;31.253;57.2;1.038;2.364;6.426
2024-06-13  14:59:54;31.253;57.2;1.024;1.969;14.385
2024-06-13  15:00:04;31.24;57.2;0.946;1.7;2.192
2024-06-13  15:00:14;31.24;56.5;0.899;1.228;1.263
2024-06-13  15:00:24;31.24;58.1;0.942;1.591;1.817
2024-06-13  15:00:34;31.224;58.1;0.943;1.385;3.921
2024-06-13  15:00:44;31.24;58.1;1.201;2.556;5.421
2024-06-13  15:00:54;31.24;58.1;0.907;1.951;14.359
2024-06-13  15:01:04;31.24;58.1;1.162;2.501;8.38
2024-06-13  15:01:14;31.24;58.1;1.008;2.746;4.07
2024-06-13  15:01:24;31.253;57.1;1.117;2.105;9.838
2024-06-13  15:01:34;31.253;57.1;1.283;3.238;12.808
2024-06-13  15:01:44;31.267;56.9;1.161;2.14;5.301
2024-06-13  15:01:54;31.253;58.4;1.284;3.681;30.737
2024-06-13  15:02:04;31.267;58.4;1.101;2.286;5.392
2024-06-13  15:02:14;31.267;58.4;0.945;1.942;11.107
2024-06-13  15:02:24;31.267;58.4;0.988;2.383;4.918
2024-06-13  15:02:34;31.253;58.4;1.174;3.641;24.896
2024-06-13  15:02:44;31.296;58.4;1.194;3.406;10.117
2024-06-13  15:02:54;31.28;58.1;1.326;3.239;10.084
2024-06-13  15:03:04;31.296;58.2;0.968;2.795;11.855
2024-06-13  15:03:14;31.28;58.2;0.944;2.148;3.954
2024-06-13  15:03:51;31.309;56.5;0.444;1.235;2.719
2024-06-13  15:03:56;31.352;57.7;0.923;2.763;26.357
2024-06-13  15:04:01;31.309;57.7;0.998;2.189;3.528
2024-06-13  15:04:06;31.28;57.7;0.943;1.974;4.252
2024-06-13  15:04:11;31.267;57.7;1.014;2.199;7.775
2024-06-13  15:04:16;31.267;56.8;0.986;2.765;3.422
2024-06-13  15:04:21;31.28;58.3;0.785;3.011;68.906
2024-06-13  15:04:26;31.267;58.4;1.032;3.698;7.052
2024-06-13  15:04:31;31.28;58.4;0.933;1.478;23.72
2024-06-13  15:04:36;31.267;58.5;0.835;2.99;7.105
2024-06-13  15:04:41;31.28;58.4;1.158;4.232;43.577
2024-06-13  15:04:46;31.267;58.3;1.108;1.798;32.179
2024-06-13  15:04:51;31.267;58.3;1.116;3.167;4.369
2024-06-13  15:04:56;31.28;56.9;1.052;2.943;35.101
2024-06-13  15:05:01;31.267;58.1;0.89;1.893;13.127
2024-06-13  15:05:06;31.267;58.1;1.081;2.846;4.346
2024-06-13  15:05:11;31.267;58.1;0.87;2.679;6.099
2024-06-13  15:05:16;31.28;58.1;0.917;1.386;1.54
2024-06-13  15:05:21;31.267;56.8;0.957;2.08;4.802
2024-06-13  15:05:26;31.296;56.8;1.143;2.934;9.68
2024-06-13  15:05:31;31.267;58.0;1.019;2.584;13.988
2024-06-13  15:05:36;31.28;58.0;0.92;2.881;5.952
2024-06-13  15:05:41;31.28;58.0;0.934;1.815;26.115
2024-06-13  15:05:46;31.296;58.2;0.951;1.763;12.231
2024-06-13  15:05:51;31.28;58.2;1.094;3.489;4.806
2024-06-13  15:05:56;31.28;58.2;0.878;1.43;2.084
2024-06-13  15:06:01;31.267;58.2;1.056;1.568;1.619
2024-06-13  15:06:06;31.28;58.2;0.992;2.079;35.483
2024-06-13  15:06:11;31.309;58.1;0.957;1.86;2.542
2024-06-13  15:06:16;31.296;58.1;0.94;2.568;8.504
2024-06-13  15:06:21;31.309;58.1;0.847;1.603;2.265
2024-06-13  15:06:26;31.309;57.5;0.954;2.524;3.493
2024-06-13  15:06:31;31.296;56.1;0.822;2.36;12.163
2024-06-13  15:06:36;31.309;57.5;1.019;2.801;3.812
2024-06-13  15:06:41;31.296;57.5;0.881;2.761;25.241
2024-06-13  15:06:46;31.309;57.6;0.876;2.358;19.775
2024-06-13  15:06:51;31.296;57.6;0.734;2.906;6.826
2024-06-13  15:06:56;31.296;56.5;0.851;1.493;6.649
2024-06-13  15:07:01;31.309;57.9;1.006;2.39;4.519
2024-06-13  15:07:06;31.309;57.8;0.778;1.846;2.656
2024-06-13  15:07:11;31.309;57.8;0.874;1.975;2.319
2024-06-13  15:07:16;31.323;56.2;0.873;2.266;8.388
2024-06-13  15:07:21;31.309;57.7;1.046;2.524;3.493
2024-06-13  15:07:26;31.309;57.7;0.848;2.377;25.142
2024-06-13  15:07:31;31.309;57.7;0.985;2.361;4.625
2024-06-13  15:07:36;31.309;57.6;0.854;2.937;10.714
2024-06-13  15:07:41;31.309;57.4;0.752;1.675;1.996
2024-06-13  15:07:46;31.296;57.4;0.944;2.732;25.51
2024-06-13  15:07:51;31.296;57.3;0.86;1.46;22.302
2024-06-13  15:07:56;31.28;57.3;0.778;0.979;1.001
2024-06-13  15:08:01;31.309;55.9;0.723;1.606;6.803
2024-06-13  15:08:06;31.28;57.2;1.071;2.647;3.133
2024-06-13  15:08:11;31.296;57.2;0.843;2.508;18.524
2024-06-13  15:08:16;31.296;57.3;0.831;1.827;2.641
2024-06-13  15:08:21;31.296;57.5;1.077;2.756;13.874
2024-06-13  15:08:26;31.296;57.7;0.851;1.833;2.664
2024-06-13  15:08:31;31.28;57.7;0.967;1.929;4.164
2024-06-13  15:08:36;31.28;57.8;0.947;4.1;10.074
2024-06-13  15:08:41;31.28;57.8;0.966;1.706;1.904
2024-06-13  15:08:46;31.28;57.8;1.019;2.012;2.715
2024-06-13  15:08:51;31.28;57.9;1.05;2.092;36.182
2024-06-13  15:08:56;31.296;57.8;0.823;1.872;2.682
2024-06-13  15:09:01;31.309;57.8;0.894;2.76;15.293
2024-06-13  15:09:06;31.309;57.8;0.84;2.437;18.474
2024-06-13  15:09:11;31.309;57.6;0.766;1.48;56.938
2024-06-13  15:09:16;31.323;57.6;0.808;1.704;3.827
2024-06-13  15:09:21;31.309;57.6;0.97;2.602;8.252
2024-06-13  15:09:26;31.28;57.6;0.959;1.532;23.349
2024-06-13  15:09:31;31.296;56.3;1.282;4.804;15.438
2024-06-13  15:09:36;31.309;57.6;1.134;2.745;5.181
2024-06-13  15:09:41;31.323;57.8;0.876;1.604;1.8
2024-06-13  15:09:46;31.296;57.8;1.077;1.705;1.882
2024-06-13  15:09:51;31.309;56.6;0.991;1.556;6.781
2024-06-13  15:09:56;31.323;57.9;0.98;1.622;1.797
2024-06-13  15:10:01;31.296;58.0;0.955;1.687;29.302
2024-06-13  15:10:06;31.309;58.0;0.864;1.306;1.454
2024-06-13  15:10:11;31.309;56.9;0.796;1.023;10.916
2024-06-13  15:10:16;nan;nan;nan;nan;nan
2024-06-13  15:10:21;nan;nan;nan;nan;nan
2024-06-13  15:10:26;31.296;58.5;0.0;0.0;0.0
2024-06-13  15:10:31;31.309;58.8;0.993;3.025;8.54
2024-06-13  15:10:36;31.339;58.8;0.973;4.043;23.674
2024-06-13  15:10:41;31.28;58.8;0.701;2.08;9.308
2024-06-13  15:10:46;31.309;57.1;1.285;3.757;10.465
2024-06-13  15:10:51;31.28;58.3;0.868;1.563;6.751
2024-06-13  15:10:56;31.296;58.3;0.943;2.096;2.812
2024-06-13  15:11:01;31.323;58.2;1.071;4.469;43.979
2024-06-13  15:11:06;31.309;58.2;0.95;2.301;26.085
2024-06-13  15:11:11;31.309;57.2;0.996;1.942;2.707
2024-06-13  15:11:16;31.28;57.2;1.015;2.375;14.31
2024-06-13  15:11:21;31.323;58.0;0.878;1.404;1.469
2024-06-13  15:11:26;31.323;58.0;1.005;2.722;6.083
2024-06-13  15:11:31;31.309;57.7;0.844;2.456;4.452
2024-06-13  15:11:36;31.323;57.8;0.891;1.967;18.092
2024-06-13  15:11:41;31.309;57.9;1.031;3.474;6.657
2024-06-13  15:11:46;31.323;57.8;0.997;2.184;2.628
2024-06-13  15:11:51;31.309;57.6;0.898;2.715;9.167
2024-06-13  15:11:56;31.323;56.3;0.822;3.115;11.656
2024-06-13  15:12:01;31.323;56.3;0.955;2.784;3.786
2024-06-13  15:12:06;31.339;57.5;0.875;3.098;24.722
2024-06-13  15:12:11;31.339;57.5;0.779;2.059;13.818
2024-06-13  15:12:16;31.323;57.5;0.904;1.828;7.116
2024-06-13  15:12:21;31.323;57.5;0.911;1.847;2.537
2024-06-13  15:12:26;31.309;57.5;0.94;2.623;5.175
2024-06-13  15:12:31;31.309;57.5;0.821;2.338;8.424
2024-06-13  15:12:36;31.296;57.5;0.884;2.032;4.168
2024-06-13  15:12:41;31.339;57.3;0.854;1.775;1.991
2024-06-13  15:12:46;31.323;57.5;0.926;1.784;2.082
2024-06-13  15:12:51;31.339;57.5;1.009;1.586;1.654
2024-06-13  15:12:56;31.339;57.4;0.816;2.41;31.007
2024-06-13  15:13:01;31.323;57.5;0.877;3.325;11.383
2024-06-13  15:13:06;31.323;57.6;0.9;1.407;6.618
2024-06-13  15:13:11;31.323;57.6;0.898;1.797;3.9
2024-06-13  15:13:16;31.323;58.1;0.842;1.569;18.13
2024-06-13  15:13:21;31.323;58.0;0.997;4.647;29.373
2024-06-13  15:13:26;31.323;56.9;0.782;2.227;3.719
2024-06-13  15:13:31;31.339;56.9;0.725;1.08;11.52
2024-06-13  15:13:36;31.309;58.4;1.001;2.847;3.996
2024-06-13  15:13:41;31.323;58.0;1.055;1.899;2.105
2024-06-13  15:13:46;31.339;57.8;0.931;3.063;27.038
2024-06-13  15:13:51;31.323;58.0;0.936;2.013;26.221
2024-06-13  15:13:56;31.323;58.0;0.95;1.962;7.408
2024-06-13  15:14:01;31.309;58.0;1.006;1.897;2.101
2024-06-13  15:14:06;31.339;58.0;0.929;1.067;1.07
2024-06-13  15:14:11;31.323;56.7;0.924;1.694;1.89
2024-06-13  15:14:16;31.323;58.1;0.987;1.873;2.549
2024-06-13  15:14:21;31.309;58.3;1.003;1.319;17.972
2024-06-13  15:14:26;31.309;58.3;0.982;2.813;4.252
2024-06-13  15:14:31;31.339;58.3;0.787;2.187;4.472
2024-06-13  15:14:36;31.323;58.4;0.799;1.355;1.976
2024-06-13  15:14:41;31.323;58.5;1.151;3.579;15.264
2024-06-13  15:14:46;31.309;58.4;0.959;1.876;2.187
2024-06-13  15:14:51;31.309;58.4;1.111;2.279;4.364
2024-06-13  15:14:56;31.296;58.3;0.891;3.437;24.96
2024-06-13  15:15:01;31.323;58.3;0.981;1.942;4.039
2024-06-13  15:15:06;31.309;58.2;0.811;2.334;8.384
2024-06-13  15:15:11;31.323;56.7;0.886;2.183;2.647
2024-06-13  15:15:16;31.323;56.7;0.937;2.025;2.364
2024-06-13  15:15:21;31.323;58.2;0.765;1.975;11.945
2024-06-13  15:15:26;31.309;58.2;0.973;2.986;14.319
2024-06-13  15:15:31;31.309;58.3;0.947;2.967;27.743
2024-06-13  15:15:36;31.323;58.2;0.823;1.267;1.42
2024-06-13  15:17:39;31.323;58.5;0.923;2.382;9.467
2024-06-13  15:17:49;31.408;58.5;1.161;2.607;5.043
2024-06-13  15:17:59;31.339;58.5;1.427;3.727;30.75
2024-06-13  15:18:09;31.339;58.5;1.465;3.328;17.899
2024-06-13  15:18:19;31.309;57.2;1.341;2.901;14.673
2024-06-13  15:18:29;31.323;57.2;1.435;3.383;25.203
2024-06-13  15:18:39;31.323;57.2;1.173;2.363;3.827
2024-06-13  15:18:49;31.323;57.2;1.214;2.761;28.346
2024-06-13  15:18:59;31.323;57.2;1.204;1.896;3.2
2024-06-13  15:19:09;31.323;57.2;1.153;1.974;2.447
2024-06-13  15:19:19;31.339;57.2;1.262;2.326;3.057
2024-06-13  15:19:29;31.339;57.2;1.251;2.5;15.468
2024-06-13  15:19:39;31.339;57.2;1.493;3.815;24.006
2024-06-13  15:19:49;31.323;57.3;1.425;3.239;9.146
2024-06-13  15:19:59;31.339;57.3;1.44;2.498;23.169
2024-06-13  15:20:09;31.323;57.3;1.396;2.921;29.744
2024-06-13  15:20:19;31.352;57.3;1.552;3.318;25.875
2024-06-13  15:20:29;31.339;57.3;1.322;2.836;29.876
2024-06-13  15:20:39;31.339;57.3;1.404;2.481;24.565
2024-06-13  15:20:49;31.323;57.0;1.397;2.939;30.032
2024-06-13  15:20:59;31.339;57.0;1.367;2.76;9.649
2024-06-13  15:21:09;31.352;57.0;1.477;2.353;14.839
2024-06-13  15:21:19;31.352;57.0;1.412;2.686;36.527
2024-06-13  15:21:29;31.352;57.0;1.307;2.739;3.414
2024-06-13  15:21:39;31.339;57.0;1.216;1.677;1.778
2024-06-13  15:21:49;31.339;57.4;1.18;2.233;13.873
2024-06-13  15:21:59;31.352;57.4;1.217;2.343;17.179
2024-06-13  15:22:09;31.352;57.4;1.142;2.222;2.764
2024-06-13  15:22:19;31.352;57.4;1.184;3.08;6.949
2024-06-13  15:22:29;31.352;57.4;1.113;1.469;1.556
2024-06-13  15:22:39;31.352;57.4;1.253;2.712;6.227
2024-06-13  15:22:49;31.366;57.4;1.213;2.532;20.959
2024-06-13  15:22:59;31.395;57.4;1.054;2.509;22.038
2024-06-13  15:23:09;31.379;57.4;1.029;1.897;14.756
2024-06-13  15:23:19;31.366;57.4;1.157;2.433;8.673
2024-06-13  15:23:29;31.366;57.4;0.918;2.736;10.751
2024-06-13  15:23:39;31.379;57.4;1.146;3.928;12.173
2024-06-13  15:23:49;31.408;57.4;1.109;2.226;3.479
2024-06-13  15:23:59;31.395;57.4;0.963;2.451;8.933
2024-06-13  15:24:09;31.379;57.4;0.991;2.426;4.266
2024-06-13  15:24:19;31.379;57.4;1.102;3.529;6.384
2024-06-13  15:24:29;31.379;58.1;1.193;2.439;8.244
2024-06-13  15:24:39;31.395;58.1;1.02;2.08;8.48
2024-06-13  15:24:49;31.379;58.1;1.243;3.278;14.899
2024-06-13  15:24:59;31.366;58.1;1.177;2.935;26.557
2024-06-13  15:25:09;31.379;57.2;1.082;2.578;20.485
2024-06-13  15:25:19;31.366;57.2;1.001;1.941;16.373
2024-06-13  15:25:29;31.379;57.2;1.286;2.403;7.684
2024-06-13  15:25:39;31.366;57.2;0.978;1.656;2.063
2024-06-13  15:25:49;31.395;57.2;1.118;2.605;14.509
2024-06-13  15:25:59;31.395;56.5;1.237;2.916;33.477
2024-06-13  15:26:09;31.395;56.5;1.173;1.859;2.044
2024-06-13  15:26:19;31.395;58.2;1.195;2.423;5.232
2024-06-13  15:26:29;31.366;56.9;1.237;3.033;4.996
2024-06-13  15:26:39;31.379;56.7;1.187;2.4;15.854
2024-06-13  15:26:49;31.408;56.7;1.188;2.688;5.372
2024-06-13  15:26:59;31.395;58.1;1.072;2.162;5.135
2024-06-13  15:27:09;31.395;58.1;1.095;2.032;16.96
2024-06-13  15:27:19;31.379;58.1;1.057;2.407;9.371
2024-06-13  15:27:29;31.379;58.7;1.059;2.237;26.081
2024-06-13  15:27:39;31.379;58.7;1.045;2.259;3.292
2024-06-13  15:27:49;31.379;58.7;1.07;2.156;5.151
2024-06-13  15:27:59;31.366;58.7;1.087;2.71;21.307
2024-06-13  15:28:09;31.395;58.7;1.165;3.288;25.687
2024-06-13  15:28:19;31.408;57.3;1.173;2.486;8.073
2024-06-13  15:28:29;31.408;57.3;1.045;1.938;3.203
2024-06-13  15:28:39;31.379;57.3;1.139;2.983;20.66
2024-06-13  15:28:49;31.422;57.3;1.027;1.646;23.667
2024-06-13  15:28:59;31.408;57.3;1.185;2.241;2.655
2024-06-13  15:29:09;31.408;57.3;1.191;2.462;3.196
2024-06-13  15:29:19;31.422;57.3;1.126;2.593;6.674
2024-06-13  15:29:29;31.395;57.3;0.903;1.931;2.478
2024-06-13  15:29:39;31.422;57.3;1.14;2.414;24.666
2024-06-13  15:29:49;31.422;56.7;1.08;3.412;11.75
2024-06-13  15:29:59;31.408;56.7;1.097;2.097;7.887
2024-06-13  15:30:09;31.422;56.7;1.165;2.542;11.051
2024-06-13  15:30:19;31.422;56.7;1.065;2.472;8.184
2024-06-13  15:30:29;31.438;57.9;0.993;3.445;13.237
2024-06-13  15:30:39;31.422;57.9;1.141;3.27;43.306
2024-06-13  15:30:49;31.408;57.3;1.081;4.241;35.988
2024-06-13  15:30:59;31.408;57.3;1.074;3.74;30.977
2024-06-13  15:31:09;31.408;57.3;1.117;3.793;20.2
2024-06-13  15:31:19;31.408;57.3;1.233;3.141;31.508
2024-06-13  15:31:29;31.408;57.3;0.946;2.18;5.559
2024-06-13  15:31:39;31.379;57.3;1.022;2.169;7.5
2024-06-13  15:31:49;31.422;57.3;1.247;2.381;7.955
2024-06-13  15:31:59;31.395;57.3;1.094;2.78;3.995
2024-06-13  15:32:09;31.379;57.3;1.159;3.172;6.761
2024-06-13  15:32:19;31.395;58.9;1.07;1.746;2.105
2024-06-13  15:32:29;31.395;57.1;1.083;1.709;6.738
2024-06-13  15:32:39;31.422;57.1;1.142;3.107;7.788
2024-06-13  15:32:49;31.422;57.1;1.046;2.496;11.187
2024-06-13  15:32:59;31.408;57.1;1.1;2.797;15.367
2024-06-13  15:33:09;31.408;57.1;1.06;2.73;5.422
2024-06-13  15:33:19;31.395;57.1;1.031;1.917;13.985
2024-06-13  15:33:29;31.395;57.1;1.036;2.74;11.839
2024-06-13  15:33:39;31.408;57.1;1.005;2.052;28.472
2024-06-13  15:33:49;31.379;57.1;1.012;2.966;28.913
2024-06-13  15:33:59;31.395;57.1;0.866;2.407;23.2
2024-06-13  15:34:09;31.379;57.1;1.012;3.571;19.038
2024-06-13  15:34:19;31.395;57.1;1.063;2.618;25.653
2024-06-13  15:34:29;31.395;57.1;1.208;3.456;31.838
2024-06-13  15:34:39;31.379;57.1;1.114;4.638;25.43
2024-06-13  15:34:49;31.366;58.9;1.123;3.481;18.366
2024-06-13  15:34:59;31.379;58.9;1.037;3.113;4.689
2024-06-13  15:35:09;31.379;58.9;0.969;3.163;22.444
2024-06-13  15:35:19;31.379;57.4;0.966;2.325;27.711
2024-06-13  15:35:29;31.379;57.4;1.168;2.823;3.984
2024-06-13  15:35:39;31.366;57.4;1.012;3.249;9.698
2024-06-13  15:35:49;31.379;57.4;1.198;3.424;27.221
2024-06-13  15:35:59;31.379;57.4;0.964;1.41;14.566
2024-06-13  15:36:09;31.366;57.4;1.096;2.511;8.263
2024-06-13  15:36:19;31.366;57.4;1.063;2.527;5.801
2024-06-13  15:36:29;31.339;57.1;1.094;3.227;17.038
2024-06-13  15:36:39;31.352;57.9;0.947;1.978;4.962
2024-06-13  15:36:49;31.352;57.9;1.033;1.695;2.056
2024-06-13  15:36:59;31.395;57.9;0.997;3.357;8.909
2024-06-13  15:37:09;31.366;57.9;1.243;3.01;10.126
2024-06-13  15:37:19;31.379;58.1;1.06;3.142;17.019
2024-06-13  15:37:29;31.395;58.1;1.142;2.52;17.092
2024-06-13  15:37:39;31.395;58.1;1.085;2.705;7.29
2024-06-13  15:37:49;31.395;57.5;1.151;2.621;3.108
2024-06-13  15:37:59;31.395;57.5;1.044;2.737;11.575
2024-06-13  15:38:09;31.408;57.5;0.974;1.981;33.195
2024-06-13  15:38:19;31.395;57.5;1.077;2.051;2.747
2024-06-13  15:38:29;31.408;58.4;1.027;2.406;17.533
2024-06-13  15:38:39;31.408;58.2;1.09;2.755;5.589
2024-06-13  15:38:49;31.379;57.7;1.013;2.563;5.192
2024-06-13  15:38:59;31.379;57.7;0.971;1.795;2.269
2024-06-13  15:39:09;31.395;57.7;1.123;3.516;20.384
2024-06-13  15:39:19;31.395;57.7;1.014;1.824;2.247
2024-06-13  15:39:29;31.379;57.3;1.027;2.725;16.95
2024-06-13  15:39:39;31.379;57.4;0.976;2.017;2.518
2024-06-13  15:39:49;31.379;57.4;1.101;2.766;5.28
2024-06-13  15:39:59;31.379;57.4;1.076;2.243;14.482
2024-06-13  15:40:09;31.366;57.4;1.018;3.513;24.002
2024-06-13  15:40:19;31.366;56.6;0.942;2.402;20.081
2024-06-13  15:40:29;31.379;56.6;0.979;2.68;25.693
2024-06-13  15:40:39;31.366;56.6;0.919;2.242;31.29
2024-06-13  15:40:49;31.379;57.8;1.007;3.227;12.355
2024-06-13  15:40:59;31.379;57.8;0.983;2.472;23.684
2024-06-13  15:41:09;31.395;57.8;0.891;2.086;7.835
2024-06-13  15:41:19;31.366;58.2;1.113;2.698;20.649
2024-06-13  15:41:29;31.366;58.2;0.876;2.352;6.117
2024-06-13  15:41:39;31.366;58.2;0.958;2.349;7.071
2024-06-13  15:41:49;31.379;58.2;0.98;2.662;20.087
2024-06-13  15:41:59;31.379;58.2;1.019;3.99;26.534
2024-06-13  15:42:09;31.395;58.2;1.087;3.475;28.935
2024-06-13  15:42:19;31.395;58.2;1.121;3.329;8.047
2024-06-13  15:42:29;31.395;58.2;0.951;3.492;15.514
2024-06-13  15:42:39;31.395;58.2;0.918;2.056;5.61
2024-06-13  15:42:49;31.395;57.1;0.948;2.13;18.042
2024-06-13  15:42:59;31.379;57.1;0.987;3.34;25.746
2024-06-13  15:43:09;31.408;57.1;0.947;3.067;23.514
2024-06-13  15:43:19;31.408;57.1;0.939;2.767;12.01
2024-06-13  15:43:29;31.395;56.9;0.985;2.53;10.366
2024-06-13  15:43:39;31.395;57.5;1.062;2.779;4.268
2024-06-13  15:43:49;31.422;57.5;1.169;3.608;8.914
2024-06-13  15:43:59;31.422;57.5;1.055;3.275;20.348
2024-06-13  15:44:09;31.408;57.5;1.148;2.65;3.774
2024-06-13  15:44:19;31.408;57.5;1.13;3.582;12.678
2024-06-13  15:44:29;31.408;57.5;0.991;2.87;7.45
2024-06-13  15:44:39;31.408;57.5;1.161;4.068;34.856
2024-06-13  15:44:49;31.379;57.5;1.019;2.95;29.515
2024-06-13  15:44:59;31.395;63.4;0.998;2.408;5.375
2024-06-13  15:45:09;31.408;63.4;0.819;1.618;23.275
2024-06-13  15:45:19;31.408;63.4;0.795;2.263;6.39
2024-06-13  15:45:29;31.438;58.4;0.919;2.013;7.917
2024-06-13  15:45:39;31.408;58.4;0.938;2.281;20.007
2024-06-13  15:45:49;31.395;58.4;0.985;2.289;7.672
2024-06-13  15:45:59;31.408;58.4;1.038;3.402;16.15
2024-06-13  15:46:09;31.408;58.4;0.93;3.006;8.822
2024-06-13  15:46:19;31.422;58.4;0.936;2.663;13.365
2024-06-13  15:46:29;31.422;58.4;0.874;2.72;20.958
2024-06-13  15:46:39;31.422;58.4;0.889;2.305;15.385
2024-06-13  15:46:49;31.422;60.3;0.909;2.052;4.687
2024-06-13  15:46:59;31.438;60.3;0.877;1.712;2.7
2024-06-13  15:47:09;31.438;58.7;0.81;1.946;3.394
2024-06-13  15:47:19;31.438;58.7;0.901;3.112;8.833
2024-06-13  15:47:29;31.422;57.6;0.795;2.181;14.15
2024-06-13  15:47:39;31.408;56.4;1.037;2.21;12.911
2024-06-13  15:47:49;31.464;56.4;0.95;3.134;11.095
2024-06-13  15:47:59;31.438;58.2;0.802;2.283;9.005
2024-06-13  15:48:09;31.451;58.2;0.978;2.699;3.895
2024-06-13  15:48:19;31.438;58.2;0.97;2.265;16.394
2024-06-13  15:48:29;31.464;58.2;0.953;2.081;5.74
2024-06-13  15:48:39;31.438;58.0;0.947;3.201;11.517
2024-06-13  15:48:49;31.438;58.4;0.761;2.016;7.984
2024-06-13  15:48:59;31.451;58.4;0.844;1.894;11.193
2024-06-13  15:49:09;31.422;58.4;1.069;3.495;25.848
2024-06-13  15:49:19;31.464;58.4;1.048;2.604;10.36
2024-06-13  15:49:29;31.422;58.4;1.074;4.419;17.466
2024-06-13  15:49:39;31.451;58.6;0.901;1.731;2.037
2024-06-13  15:49:49;31.438;58.6;1.003;3.643;10.487
2024-06-13  15:49:59;31.478;58.6;0.832;2.425;13.718
2024-06-13  15:50:09;31.438;58.6;0.916;2.718;6.628
2024-06-13  15:50:19;31.464;58.6;1.037;2.912;20.542
2024-06-13  15:50:29;31.451;58.6;0.957;2.049;2.814
2024-06-13  15:50:39;31.451;58.6;0.866;2.62;10.945
2024-06-13  15:50:49;31.464;58.6;0.989;2.595;5.191
2024-06-13  15:50:59;31.464;59.8;0.953;4.343;22.375
2024-06-13  15:51:09;31.494;59.8;0.896;2.278;4.884
2024-06-13  15:51:19;31.451;59.0;1.042;2.77;15.767
2024-06-13  15:51:29;31.464;59.0;1.039;2.984;33.09
2024-06-13  15:51:39;31.478;59.0;1.013;2.677;3.665
2024-06-13  15:51:49;31.464;59.0;1.052;2.72;3.941
2024-06-13  15:51:59;31.464;59.0;1.105;4.212;10.616
